date,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,ball_1_mean,ball_1_ustd,ball_1_dstd,ball_1_ystd,ball_2_mean,ball_2_ustd,ball_2_dstd,ball_2_ystd,ball_3_mean,ball_3_ustd,ball_3_dstd,ball_3_ystd,ball_4_mean,ball_4_ustd,ball_4_dstd,ball_4_ystd,ball_5_mean,ball_5_ustd,ball_5_dstd,ball_5_ystd,ball_6_mean,ball_6_ustd,ball_6_dstd,ball_6_ystd,year,month,day,ball_1_rolling_2,ball_2_rolling_2,ball_3_rolling_2,ball_4_rolling_2,ball_5_rolling_2,ball_6_rolling_2,ball_1_rolling_10,ball_2_rolling_10,ball_3_rolling_10,ball_4_rolling_10,ball_5_rolling_10,ball_6_rolling_10,ball_1_rolling_20,ball_2_rolling_20,ball_3_rolling_20,ball_4_rolling_20,ball_5_rolling_20,ball_6_rolling_20,ball_1_rolling_30,ball_2_rolling_30,ball_3_rolling_30,ball_4_rolling_30,ball_5_rolling_30,ball_6_rolling_30,ball_1_rolling_50,ball_2_rolling_50,ball_3_rolling_50,ball_4_rolling_50,ball_5_rolling_50,ball_6_rolling_50,ball_1_rolling_100,ball_2_rolling_100,ball_3_rolling_100,ball_4_rolling_100,ball_5_rolling_100,ball_6_rolling_100,ball_1_ratio_2,ball_2_ratio_2,ball_3_ratio_2,ball_4_ratio_2,ball_5_ratio_2,ball_6_ratio_2,ball_1_ratio_10,ball_2_ratio_10,ball_3_ratio_10,ball_4_ratio_10,ball_5_ratio_10,ball_6_ratio_10,ball_1_ratio_20,ball_2_ratio_20,ball_3_ratio_20,ball_4_ratio_20,ball_5_ratio_20,ball_6_ratio_20,ball_1_ratio_30,ball_2_ratio_30,ball_3_ratio_30,ball_4_ratio_30,ball_5_ratio_30,ball_6_ratio_30,ball_1_ratio_50,ball_2_ratio_50,ball_3_ratio_50,ball_4_ratio_50,ball_5_ratio_50,ball_6_ratio_50,ball_1_ratio_100,ball_2_ratio_100,ball_3_ratio_100,ball_4_ratio_100,ball_5_ratio_100,ball_6_ratio_100,ball_1_tomorrow,ball_1_target,2_rfrnce,5_rfrnce,10_rfrnce,20_rfrnce,30_rfrnce,50_rfrnce,60_rfrnce,ball_1_rfrnce_2,ball_1_rfrnce_5,ball_1_rfrnce_10,ball_1_rfrnce_20,ball_1_rfrnce_30,ball_1_rfrnce_50,ball_1_rfrnce_60
2017-09-12,26,37,41,54,65,3,11.534534534534536,20.684303757602077,2.384765311466996,14.465465465465464,23.40940940940941,35.4026320347296,11.416186784089222,13.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,5.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,6.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,5.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-8.75975975975976,2017,9,12,7.5,16.0,22.5,42.0,66.5,12.0,10.8,23.0,34.8,48.2,65.5,8.9,11.3,25.6,37.5,50.25,67.05,8.95,11.6,24.5,38.16666666666666,51.833333333333336,67.23333333333333,8.833333333333334,11.26,24.32,36.84,50.14,63.2,8.48,13.81,26.62,37.9,50.86,62.82,8.25,3.466666666666667,2.3125,1.8222222222222224,1.2857142857142858,0.9774436090225564,0.25,2.4074074074074074,1.608695652173913,1.17816091954023,1.120331950207469,0.9923664122137404,0.3370786516853932,2.3008849557522124,1.4453125,1.0933333333333333,1.0746268656716418,0.9694258016405668,0.335195530726257,2.241379310344828,1.510204081632653,1.074235807860262,1.0418006430868167,0.9667823500247892,0.3396226415094339,2.3090586145648317,1.5213815789473684,1.1129207383279045,1.0769844435580376,1.0284810126582278,0.3537735849056603,1.882693700217234,1.3899323816679188,1.0817941952506596,1.0617381046008652,1.0347023241006048,0.3636363636363636,4.0,0,2,5,10,20,30,50,60,1,1,1,1,0,0,0
2017-09-15,18,24,34,38,58,3,11.534534534534536,20.684303757602077,2.384765311466996,6.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,0.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,-1.0680680680680652,47.17117117117117,59.87727895068549,34.465063391656855,-9.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-1.6156156156156172,11.75975975975976,19.518144570867,4.001374948652518,-8.75975975975976,2017,9,15,15.0,41.0,47.0,63.5,70.0,5.0,10.7,24.8,36.1,51.0,67.9,7.9,11.9,28.3,38.05,51.0,66.95,8.0,12.233333333333333,25.433333333333334,38.3,52.16666666666666,67.33333333333333,8.4,11.54,25.38,38.04,51.02,63.6,8.5,13.85,27.11,38.43,51.47,62.91,8.15,1.2,0.5853658536585366,0.723404255319149,0.5984251968503937,0.8285714285714286,0.6,1.6822429906542058,0.9677419354838708,0.9418282548476454,0.7450980392156863,0.8541973490427098,0.3797468354430379,1.512605042016807,0.8480565371024735,0.8935611038107754,0.7450980392156863,0.8663181478715459,0.375,1.471389645776567,0.943643512450852,0.8877284595300262,0.7284345047923323,0.8613861386138615,0.3571428571428571,1.5597920277296362,0.9456264775413712,0.8937960042060988,0.7448059584476675,0.9119496855345912,0.3529411764705882,1.2996389891696751,0.8852821836960532,0.8847254748894093,0.7382941519331649,0.9219519949133684,0.3680981595092024,5.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2017-09-19,9,28,31,50,61,10,11.534534534534536,20.684303757602077,2.384765311466996,-2.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,4.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,-4.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,2.8288288288288257,59.61561561561562,70.38094369631439,48.850287534916845,1.3843843843843828,11.75975975975976,19.518144570867,4.001374948652518,-1.7597597597597598,2017,9,19,11.5,26.0,35.5,49.5,63.5,2.0,12.5,25.7,37.0,52.1,66.5,6.9,11.7,26.45,36.05,49.8,66.65,7.5,12.333333333333334,25.466666666666665,38.0,51.6,67.13333333333334,8.133333333333333,11.18,25.0,37.84,50.9,63.78,8.0,13.81,27.02,38.36,51.4,62.89,8.05,0.782608695652174,1.0769230769230769,0.8732394366197183,1.0101010101010102,0.9606299212598424,5.0,0.72,1.0894941634241246,0.8378378378378378,0.9596928982725528,0.9172932330827068,1.4492753623188406,0.7692307692307693,1.058601134215501,0.8599167822468794,1.0040160642570282,0.9152288072018004,1.3333333333333333,0.7297297297297297,1.099476439790576,0.8157894736842105,0.9689922480620154,0.9086395233366434,1.2295081967213115,0.8050089445438283,1.12,0.8192389006342494,0.9823182711198428,0.9564126685481342,1.25,0.6517016654598117,1.0362694300518134,0.808133472367049,0.9727626459143968,0.969947527428844,1.2422360248447204,30.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2017-09-22,5,39,54,63,66,15,11.534534534534536,20.684303757602077,2.384765311466996,-6.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,15.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,18.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,15.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,6.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,3.24024024024024,2017,9,22,19.5,30.5,33.0,43.5,53.5,10.0,13.4,26.7,36.3,50.0,63.8,7.2,12.85,27.65,36.85,49.25,64.6,7.7,13.4,27.1,38.2,51.86666666666667,66.83333333333333,8.333333333333334,11.34,24.74,37.5,50.6,63.68,7.98,13.68,26.95,38.03,51.12,62.68,8.01,0.2564102564102564,1.278688524590164,1.6363636363636365,1.4482758620689655,1.233644859813084,1.5,0.3731343283582089,1.4606741573033708,1.487603305785124,1.26,1.0344827586206895,2.083333333333333,0.3891050583657587,1.410488245931284,1.4654002713704206,1.2791878172588833,1.021671826625387,1.948051948051948,0.3731343283582089,1.4391143911439113,1.413612565445026,1.2146529562982005,0.9875311720698255,1.7999999999999998,0.4409171075837743,1.5763945028294262,1.44,1.245059288537549,1.03643216080402,1.8796992481203008,0.3654970760233918,1.4471243042671615,1.4199316329213778,1.2323943661971832,1.0529674537332483,1.872659176029963,17.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2017-09-26,1,10,57,66,75,4,11.534534534534536,20.684303757602077,2.384765311466996,-10.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,-13.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,21.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,18.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,15.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-7.75975975975976,2017,9,26,11.0,31.5,40.5,47.5,62.0,12.5,12.9,29.0,35.7,49.2,63.1,8.3,13.3,27.8,37.55,49.9,63.65,7.95,12.7,27.53333333333333,37.93333333333333,51.266666666666666,66.16666666666667,8.533333333333333,11.5,25.2,38.06,50.62,63.84,8.34,13.65,27.18,37.95,50.91,62.63,8.22,0.0909090909090909,0.3174603174603174,1.4074074074074074,1.3894736842105264,1.2096774193548387,0.32,0.0775193798449612,0.3448275862068966,1.5966386554621848,1.3414634146341462,1.1885895404120443,0.4819277108433734,0.075187969924812,0.3597122302158273,1.5179760319573905,1.3226452905811623,1.178318931657502,0.5031446540880503,0.0787401574803149,0.3631961259079903,1.5026362038664325,1.2873862158647595,1.1335012594458438,0.46875,0.0869565217391304,0.3968253968253968,1.4976353126642143,1.303832477281707,1.174812030075188,0.4796163069544364,0.0732600732600732,0.3679175864606328,1.5019762845849802,1.296405421331762,1.1975091809037202,0.48661800486618,13.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2017-09-29,25,51,62,73,74,7,11.534534534534536,20.684303757602077,2.384765311466996,13.465465465465464,23.40940940940941,35.4026320347296,11.416186784089222,27.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,26.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,25.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,14.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-4.75975975975976,2017,9,29,7.0,17.0,45.5,50.5,65.0,6.5,12.8,29.2,40.3,50.9,62.8,7.2,11.8,26.1,37.55,49.55,64.15,8.05,11.8,26.8,38.43333333333333,50.46666666666667,65.63333333333334,8.366666666666667,11.38,25.4,38.98,50.74,64.02,8.28,13.46,27.05,38.1,51.05,62.55,8.12,3.571428571428572,3.0,1.362637362637363,1.4455445544554455,1.1384615384615384,1.0769230769230769,1.953125,1.7465753424657535,1.5384615384615383,1.4341846758349706,1.178343949044586,0.9722222222222222,2.11864406779661,1.954022988505747,1.6511318242343542,1.4732593340060545,1.1535463756819953,0.8695652173913043,2.11864406779661,1.9029850746268655,1.613183000867303,1.4464993394980183,1.1274758760792278,0.8366533864541832,2.196836555360281,2.0078740157480315,1.5905592611595691,1.4387071344107212,1.1558887847547643,0.8454106280193238,1.8573551263001484,1.8853974121996304,1.627296587926509,1.4299706170421156,1.1830535571542766,0.8620689655172414,30.0,1,2,5,10,20,30,50,60,1,1,1,1,0,0,0
2017-10-03,12,18,19,25,67,7,11.534534534534536,20.684303757602077,2.384765311466996,0.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,-5.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-16.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-22.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,7.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-4.75975975975976,2017,10,3,27.5,42.0,52.5,60.0,71.5,11.0,15.3,29.4,41.4,50.2,63.1,8.4,13.0,27.1,38.75,50.6,65.5,8.15,13.033333333333331,28.666666666666668,39.16666666666666,50.73333333333333,65.66666666666667,8.133333333333333,12.04,25.86,39.16,51.08,64.64,8.52,13.56,27.22,38.33,51.23,62.85,8.29,0.4363636363636363,0.4285714285714285,0.3619047619047619,0.4166666666666667,0.9370629370629372,0.6363636363636364,0.7843137254901961,0.6122448979591837,0.4589371980676329,0.49800796812749,1.0618066561014263,0.8333333333333333,0.9230769230769232,0.6642066420664207,0.4903225806451612,0.4940711462450592,1.0229007633587786,0.8588957055214723,0.9207161125319692,0.627906976744186,0.4851063829787234,0.4927726675427069,1.0203045685279186,0.8606557377049181,0.9966777408637876,0.6960556844547564,0.4851889683350358,0.4894283476898982,1.036509900990099,0.8215962441314555,0.8849557522123893,0.6612784717119765,0.4956952778502478,0.4879953152449737,1.066030230708035,0.8443908323281062,19.0,1,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2017-10-06,21,33,36,45,56,12,11.534534534534536,20.684303757602077,2.384765311466996,9.465465465465464,23.40940940940941,35.4026320347296,11.416186784089222,9.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,0.9319319319319348,47.17117117117117,59.87727895068549,34.465063391656855,-2.1711711711711743,59.61561561561562,70.38094369631439,48.850287534916845,-3.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2017,10,6,15.5,26.0,27.0,31.5,58.0,7.5,16.1,29.4,39.7,46.6,62.0,9.5,14.3,27.55,38.35,49.35,64.25,8.2,13.166666666666666,27.433333333333334,37.266666666666666,48.73333333333333,65.1,8.166666666666666,12.38,25.82,38.36,50.22,64.46,8.44,13.78,27.28,38.06,50.8,62.67,8.26,1.3548387096774193,1.2692307692307692,1.3333333333333333,1.4285714285714286,0.9655172413793104,1.6,1.3043478260869563,1.1224489795918369,0.906801007556675,0.965665236051502,0.9032258064516128,1.263157894736842,1.4685314685314683,1.1978221415607986,0.938722294654498,0.9118541033434652,0.8715953307392996,1.4634146341463417,1.5949367088607596,1.2029161603888214,0.966010733452594,0.9233926128590972,0.860215053763441,1.469387755102041,1.6962843295638126,1.2780790085205267,0.9384775808133472,0.8960573476702509,0.8687558175612784,1.4218009478672986,1.523947750362845,1.2096774193548387,0.9458749343142406,0.8858267716535434,0.8935694909845221,1.452784503631961,5.0,0,2,5,10,20,30,50,60,1,1,1,1,0,0,0
2017-10-10,7,16,24,61,62,2,11.534534534534536,20.684303757602077,2.384765311466996,-4.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-7.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-11.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,13.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,2.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-9.75975975975976,2017,10,10,13.0,21.5,45.5,52.5,64.5,12.0,14.8,27.6,42.2,48.4,64.2,9.9,14.1,27.15,39.25,49.2,64.0,8.55,13.5,27.633333333333333,38.63333333333333,48.96666666666667,64.46666666666667,8.433333333333334,12.54,25.32,38.52,50.32,64.94,8.56,13.83,27.31,38.52,50.92,62.74,8.47,0.5384615384615384,0.7441860465116279,0.5274725274725275,1.161904761904762,0.9612403100775194,0.1666666666666666,0.4729729729729729,0.5797101449275363,0.5687203791469194,1.2603305785123968,0.9657320872274144,0.202020202020202,0.4964539007092198,0.5893186003683242,0.6114649681528662,1.2398373983739837,0.96875,0.2339181286549707,0.5185185185185185,0.5790108564535585,0.6212251941328731,1.2457454050374404,0.9617373319544984,0.2371541501976284,0.5582137161084529,0.631911532385466,0.6230529595015576,1.212241653418124,0.9547274407145058,0.2336448598130841,0.5061460592913956,0.585865983156353,0.6230529595015576,1.1979575805184604,0.988205291679949,0.2361275088547815,8.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2017-10-13,2,7,18,26,31,12,11.534534534534536,20.684303757602077,2.384765311466996,-9.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,-16.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-17.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-21.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-28.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2017,10,13,7.5,22.5,27.0,52.0,63.0,4.0,14.1,25.8,39.5,49.3,64.4,8.2,13.5,27.4,37.6,49.25,63.75,8.25,13.566666666666666,27.133333333333333,38.2,49.7,63.9,8.033333333333333,12.42,25.52,37.9,50.56,65.2,8.48,13.81,27.27,38.25,50.93,62.6,8.42,0.2666666666666666,0.3111111111111111,0.6666666666666666,0.5,0.492063492063492,3.0,0.1418439716312056,0.2713178294573643,0.4556962025316455,0.5273833671399595,0.4813664596273291,1.4634146341463417,0.1481481481481481,0.2554744525547445,0.4787234042553191,0.5279187817258884,0.4862745098039215,1.4545454545454546,0.1474201474201474,0.257985257985258,0.4712041884816753,0.5231388329979879,0.4851330203442879,1.4937759336099583,0.1610305958132045,0.274294670846395,0.474934036939314,0.5142405063291139,0.4754601226993865,1.4150943396226414,0.1448225923244026,0.2566923359002567,0.4705882352941176,0.5105046141763204,0.4952076677316294,1.4251781472684086,1.0,0,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2017-10-17,31,45,49,56,70,11,11.534534534534536,20.684303757602077,2.384765311466996,19.465465465465464,23.40940940940941,35.4026320347296,11.416186784089222,21.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,13.931931931931937,47.17117117117117,59.87727895068549,34.465063391656855,8.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,10.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-0.7597597597597598,2017,10,17,1.5,9.5,15.5,29.0,32.5,11.0,13.0,24.3,33.5,45.0,57.9,9.1,12.9,26.75,36.9,47.95,60.35,8.15,12.2,25.5,36.2,48.03333333333333,62.06666666666667,8.4,12.12,25.4,37.66,50.28,64.48,8.56,13.48,27.08,37.99,50.66,62.13,8.36,20.666666666666668,4.7368421052631575,3.161290322580645,1.9310344827586208,2.1538461538461537,1.0,2.3846153846153846,1.851851851851852,1.462686567164179,1.2444444444444445,1.2089810017271156,1.208791208791209,2.4031007751937983,1.6822429906542056,1.3279132791327914,1.167883211678832,1.15990057995029,1.3496932515337423,2.540983606557377,1.7647058823529411,1.3535911602209945,1.1658570437196392,1.1278195488721805,1.3095238095238095,2.557755775577558,1.7716535433070868,1.301115241635688,1.1137629276054095,1.08560794044665,1.2850467289719625,2.2997032640949557,1.6617429837518465,1.289813108712819,1.1054086063955784,1.126669885723483,1.3157894736842106,3.0,0,2,5,10,20,30,50,60,1,1,1,1,1,0,0
2017-10-20,6,23,63,66,73,9,11.534534534534536,20.684303757602077,2.384765311466996,-5.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-0.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,27.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,18.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,13.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-2.75975975975976,2017,10,20,17.0,29.0,41.0,48.0,60.0,6.5,10.9,21.7,31.2,42.6,55.6,8.2,13.1,25.55,36.3,46.4,59.35,8.3,12.3,25.3,36.23333333333333,47.93333333333333,62.2,8.166666666666666,12.58,25.48,37.5,49.86,64.14,8.36,13.61,27.02,38.08,50.73,62.31,8.4,0.3529411764705882,0.7931034482758621,1.5365853658536586,1.375,1.2166666666666666,1.3846153846153846,0.5504587155963303,1.0599078341013826,2.019230769230769,1.5492957746478873,1.3129496402877698,1.0975609756097562,0.4580152671755725,0.9001956947162426,1.7355371900826448,1.4224137931034484,1.2299915754001685,1.0843373493975903,0.4878048780487805,0.9090909090909092,1.7387304507819688,1.376912378303199,1.1736334405144695,1.1020408163265307,0.4769475357710652,0.902668759811617,1.68,1.3237063778580025,1.1381353289678828,1.0765550239234452,0.440852314474651,0.851221317542561,1.6544117647058825,1.3010053222945004,1.1715615471031935,1.0714285714285714,6.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2017-10-24,20,24,34,56,64,6,11.534534534534536,20.684303757602077,2.384765311466996,8.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,0.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,-1.0680680680680652,47.17117117117117,59.87727895068549,34.465063391656855,8.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,4.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-5.75975975975976,2017,10,24,6.0,18.0,40.5,43.0,52.0,11.0,9.0,20.1,33.9,44.9,54.4,8.9,12.55,24.75,36.8,45.75,58.2,9.2,12.533333333333331,25.066666666666663,36.86666666666667,47.86666666666667,60.96666666666667,8.433333333333334,12.42,25.18,37.52,49.26,63.56,8.56,13.42,26.92,38.12,50.64,62.16,8.45,3.333333333333333,1.3333333333333333,0.8395061728395061,1.302325581395349,1.2307692307692308,0.5454545454545454,2.2222222222222223,1.1940298507462686,1.0029498525073748,1.247216035634744,1.1764705882352942,0.6741573033707865,1.593625498007968,0.9696969696969696,0.923913043478261,1.2240437158469946,1.099656357388316,0.6521739130434783,1.5957446808510638,0.9574468085106383,0.922242314647378,1.16991643454039,1.0497539639147075,0.7114624505928854,1.6103059581320451,0.9531374106433678,0.906183368869936,1.1368250101502233,1.0069225928256764,0.7009345794392523,1.4903129657228018,0.8915304606240713,0.8919202518363064,1.1058451816745656,1.0296010296010296,0.7100591715976332,5.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2017-10-27,17,27,41,51,52,13,11.534534534534536,20.684303757602077,2.384765311466996,5.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,3.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,5.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,3.8288288288288257,59.61561561561562,70.38094369631439,48.850287534916845,-7.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,1.2402402402402402,2017,10,27,12.5,19.0,38.0,49.5,61.0,3.5,8.9,19.6,32.4,44.3,53.7,7.2,11.85,23.6,37.3,46.35,58.95,8.55,12.366666666666667,24.633333333333333,36.96666666666667,47.56666666666667,60.56666666666667,8.1,12.78,25.7,37.84,49.66,63.68,8.42,13.37,26.8,38.18,50.65,62.26,8.35,1.36,1.4210526315789471,1.0789473684210529,1.0303030303030305,0.8524590163934426,3.7142857142857135,1.9101123595505616,1.3775510204081631,1.2654320987654322,1.1512415349887133,0.968342644320298,1.805555555555556,1.4345991561181437,1.144067796610169,1.099195710455764,1.1003236245954693,0.8821034775233249,1.52046783625731,1.3746630727762803,1.0960757780784844,1.109107303877367,1.0721793973370708,0.8585580627407815,1.6049382716049383,1.330203442879499,1.050583657587549,1.0835095137420718,1.026983487716472,0.8165829145728644,1.5439429928741093,1.2715033657442034,1.007462686567164,1.07386066003143,1.0069101678183614,0.8352071956312239,1.5568862275449102,4.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2017-10-31,6,28,31,52,53,12,11.534534534534536,20.684303757602077,2.384765311466996,-5.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,4.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,-4.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,4.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,-6.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2017,10,31,10.5,25.0,37.0,49.0,52.5,10.0,9.5,20.1,34.4,43.7,51.6,8.4,11.8,22.95,36.95,46.5,58.0,8.3,12.166666666666666,24.966666666666665,36.53333333333333,47.4,59.7,8.3,12.34,25.7,37.54,49.36,62.9,8.44,12.95,26.58,38.12,50.54,61.82,8.37,0.5714285714285714,1.12,0.8378378378378378,1.0612244897959184,1.0095238095238095,1.2,0.631578947368421,1.3930348258706466,0.9011627906976744,1.1899313501144164,1.0271317829457365,1.4285714285714286,0.5084745762711864,1.2200435729847494,0.8389715832205683,1.118279569892473,0.913793103448276,1.4457831325301205,0.4931506849315069,1.121495327102804,0.8485401459854015,1.0970464135021096,0.8877721943048575,1.4457831325301205,0.4862236628849271,1.0894941634241246,0.8257858284496538,1.053484602917342,0.8426073131955485,1.4218009478672986,0.4633204633204633,1.053423626787058,0.8132214060860441,1.0288880094974278,0.8573277256551278,1.4336917562724016,6.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2017-11-03,10,22,42,61,69,3,11.534534534534536,20.684303757602077,2.384765311466996,-1.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-1.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,6.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,13.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,9.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-8.75975975975976,2017,11,3,6.0,28.5,38.0,60.5,63.0,11.5,10.4,23.9,38.9,50.0,57.7,8.5,11.7,24.1,36.2,47.5,57.8,8.8,12.066666666666666,25.8,37.56666666666667,48.63333333333333,59.46666666666667,8.266666666666667,11.76,25.72,37.54,49.28,62.5,8.54,12.72,26.51,38.15,50.82,61.81,8.41,1.6666666666666667,0.7719298245614035,1.105263157894737,1.008264462809917,1.0952380952380951,0.2608695652173913,0.9615384615384616,0.9205020920502092,1.0796915167095116,1.22,1.1958405545927209,0.3529411764705882,0.8547008547008548,0.9128630705394192,1.160220994475138,1.2842105263157897,1.193771626297578,0.3409090909090909,0.8287292817679558,0.8527131782945736,1.1180124223602483,1.2542837559972584,1.1603139013452914,0.3629032258064515,0.8503401360544218,0.8553654743390358,1.1188066062866275,1.237824675324675,1.104,0.351288056206089,0.7861635220125786,0.8298755186721991,1.1009174311926606,1.200314836678473,1.116324219381977,0.356718192627824,28.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2017-11-07,1,54,60,68,69,11,11.534534534534536,20.684303757602077,2.384765311466996,-10.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,30.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,24.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,20.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,9.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-0.7597597597597598,2017,11,7,19.0,28.0,41.5,51.5,58.0,8.0,10.8,23.7,39.0,50.7,57.3,8.8,10.85,22.7,35.1,46.65,56.45,8.5,12.333333333333334,24.933333333333334,37.2,47.833333333333336,58.66666666666666,8.466666666666667,12.16,26.28,37.54,49.1,61.98,8.28,12.9,26.4,38.24,50.58,61.51,8.36,0.0526315789473684,1.9285714285714288,1.4457831325301205,1.3203883495145632,1.1896551724137931,1.375,0.0925925925925925,2.278481012658228,1.5384615384615383,1.341222879684418,1.2041884816753927,1.25,0.0921658986175115,2.378854625550661,1.709401709401709,1.457663451232583,1.2223206377325069,1.2941176470588236,0.081081081081081,2.1657754010695185,1.6129032258064515,1.421602787456446,1.1761363636363638,1.2992125984251968,0.0822368421052631,2.054794520547945,1.5982951518380395,1.384928716904277,1.1132623426911907,1.328502415458937,0.0775193798449612,2.0454545454545454,1.5690376569037656,1.3444049031237644,1.1217688180783614,1.3157894736842106,4.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
