date,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,ball_1_mean,ball_1_ustd,ball_1_dstd,ball_1_ystd,ball_2_mean,ball_2_ustd,ball_2_dstd,ball_2_ystd,ball_3_mean,ball_3_ustd,ball_3_dstd,ball_3_ystd,ball_4_mean,ball_4_ustd,ball_4_dstd,ball_4_ystd,ball_5_mean,ball_5_ustd,ball_5_dstd,ball_5_ystd,ball_6_mean,ball_6_ustd,ball_6_dstd,ball_6_ystd,year,month,day,ball_1_rolling_2,ball_2_rolling_2,ball_3_rolling_2,ball_4_rolling_2,ball_5_rolling_2,ball_6_rolling_2,ball_1_rolling_10,ball_2_rolling_10,ball_3_rolling_10,ball_4_rolling_10,ball_5_rolling_10,ball_6_rolling_10,ball_1_rolling_20,ball_2_rolling_20,ball_3_rolling_20,ball_4_rolling_20,ball_5_rolling_20,ball_6_rolling_20,ball_1_rolling_30,ball_2_rolling_30,ball_3_rolling_30,ball_4_rolling_30,ball_5_rolling_30,ball_6_rolling_30,ball_1_rolling_50,ball_2_rolling_50,ball_3_rolling_50,ball_4_rolling_50,ball_5_rolling_50,ball_6_rolling_50,ball_1_rolling_100,ball_2_rolling_100,ball_3_rolling_100,ball_4_rolling_100,ball_5_rolling_100,ball_6_rolling_100,ball_1_ratio_2,ball_2_ratio_2,ball_3_ratio_2,ball_4_ratio_2,ball_5_ratio_2,ball_6_ratio_2,ball_1_ratio_10,ball_2_ratio_10,ball_3_ratio_10,ball_4_ratio_10,ball_5_ratio_10,ball_6_ratio_10,ball_1_ratio_20,ball_2_ratio_20,ball_3_ratio_20,ball_4_ratio_20,ball_5_ratio_20,ball_6_ratio_20,ball_1_ratio_30,ball_2_ratio_30,ball_3_ratio_30,ball_4_ratio_30,ball_5_ratio_30,ball_6_ratio_30,ball_1_ratio_50,ball_2_ratio_50,ball_3_ratio_50,ball_4_ratio_50,ball_5_ratio_50,ball_6_ratio_50,ball_1_ratio_100,ball_2_ratio_100,ball_3_ratio_100,ball_4_ratio_100,ball_5_ratio_100,ball_6_ratio_100,ball_1_tomorrow,ball_1_target,2_rfrnce,5_rfrnce,10_rfrnce,20_rfrnce,30_rfrnce,50_rfrnce,60_rfrnce,ball_1_rfrnce_2,ball_1_rfrnce_5,ball_1_rfrnce_10,ball_1_rfrnce_20,ball_1_rfrnce_30,ball_1_rfrnce_50,ball_1_rfrnce_60
2015-04-28,22,27,55,58,63,11,11.534534534534536,20.684303757602077,2.384765311466996,10.465465465465464,23.40940940940941,35.4026320347296,11.416186784089222,3.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,19.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,10.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,3.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-0.7597597597597598,2015,4,28,15.0,25.0,32.0,42.5,59.5,4.0,11.9,23.3,34.1,50.7,63.8,6.8,11.05,23.05,34.45,49.95,63.15,6.95,11.233333333333333,23.3,35.56666666666667,49.23333333333333,62.23333333333333,7.3,11.4,24.5,36.66,50.54,63.56,7.42,12.32,23.83,35.95,49.74,63.04,7.66,1.4666666666666666,1.08,1.71875,1.3647058823529412,1.0588235294117647,2.75,1.8487394957983192,1.1587982832618025,1.6129032258064515,1.1439842209072977,0.987460815047022,1.6176470588235294,1.990950226244344,1.1713665943600868,1.596516690856313,1.1611611611611612,0.997624703087886,1.5827338129496402,1.9584569732937689,1.1587982832618025,1.5463917525773194,1.1780636425186188,1.0123192287091591,1.5068493150684932,1.9298245614035088,1.1020408163265305,1.5002727768685218,1.147605856747131,0.9911894273127752,1.482479784366577,1.7857142857142856,1.1330255979857324,1.5299026425591098,1.1660635303578608,0.9993654822335024,1.4360313315926894,25.0,1,2,5,10,20,30,50,60,1,1,1,1,0,0,0
2015-05-01,17,18,61,66,74,3,11.534534534534536,20.684303757602077,2.384765311466996,5.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,-5.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,25.93193193193193,47.17117117117117,59.87727895068549,34.465063391656855,18.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,14.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-8.75975975975976,2015,5,1,23.5,29.5,46.0,51.5,66.5,6.0,14.3,22.3,33.8,50.0,63.7,5.8,12.45,23.15,35.7,50.3,63.8,6.6,11.733333333333333,23.5,35.63333333333333,49.06666666666667,62.43333333333333,7.1,11.48,24.5,37.0,50.8,64.06,7.42,12.6,23.99,36.24,49.87,63.37,7.63,0.723404255319149,0.6101694915254238,1.326086956521739,1.2815533980582523,1.112781954887218,0.5,1.1888111888111887,0.8071748878923767,1.804733727810651,1.32,1.161695447409733,0.5172413793103449,1.3654618473895583,0.7775377969762419,1.7086834733893557,1.312127236580517,1.1598746081504705,0.4545454545454546,1.4488636363636365,0.7659574468085106,1.7118802619270346,1.3451086956521738,1.1852642819006942,0.4225352112676057,1.480836236933798,0.7346938775510204,1.648648648648649,1.299212598425197,1.1551670309085231,0.4043126684636118,1.3492063492063493,0.7503126302626094,1.683222958057395,1.323440946460798,1.1677449897427803,0.3931847968545216,9.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2015-05-05,11,21,42,62,71,7,11.534534534534536,20.684303757602077,2.384765311466996,-0.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-2.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,6.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,14.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,11.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-4.75975975975976,2015,5,5,13.0,22.0,44.0,47.5,74.0,3.5,15.8,25.1,38.0,46.4,63.9,4.8,11.5,22.8,36.4,49.9,65.15,6.4,11.7,23.8,36.63333333333333,49.5,63.03333333333333,6.7,11.6,24.62,37.04,50.14,64.14,7.16,12.18,23.62,36.23,49.47,63.45,7.64,0.8461538461538461,0.9545454545454546,0.9545454545454546,1.305263157894737,0.9594594594594594,2.0,0.6962025316455696,0.8366533864541832,1.105263157894737,1.3362068965517242,1.1111111111111112,1.4583333333333337,0.9565217391304348,0.9210526315789472,1.153846153846154,1.24248496993988,1.0897927858787413,1.09375,0.9401709401709404,0.8823529411764706,1.1464968152866242,1.2525252525252526,1.126388154415653,1.044776119402985,0.9482758620689656,0.8529650690495532,1.1339092872570196,1.2365376944555244,1.1069535391331462,0.9776536312849162,0.90311986863711,0.8890770533446232,1.15926028153464,1.253284819082272,1.1189913317572893,0.9162303664921466,17.0,1,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2015-05-08,9,21,25,66,72,7,11.534534534534536,20.684303757602077,2.384765311466996,-2.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-2.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-10.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,18.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,12.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-4.75975975975976,2015,5,8,14.0,31.0,46.5,57.5,63.5,11.0,16.4,28.6,42.0,50.0,66.4,6.4,12.35,24.2,37.1,50.05,64.65,6.75,11.733333333333333,24.466666666666665,37.53333333333333,50.56666666666667,64.23333333333333,7.1,11.42,24.68,37.36,50.52,63.96,7.22,12.1,23.85,36.72,49.82,63.41,7.64,0.6428571428571429,0.6774193548387096,0.5376344086021505,1.1478260869565218,1.1338582677165354,0.6363636363636364,0.5487804878048781,0.7342657342657343,0.5952380952380952,1.32,1.0843373493975903,1.09375,0.728744939271255,0.8677685950413223,0.6738544474393531,1.3186813186813189,1.1136890951276102,1.037037037037037,0.7670454545454546,0.8583106267029973,0.6660746003552398,1.3052076466710612,1.1209133367929425,0.9859154929577464,0.7880910683012259,0.8508914100486223,0.6691648822269808,1.3064133016627075,1.125703564727955,0.9695290858725762,0.7438016528925621,0.880503144654088,0.6808278867102396,1.3247691690084304,1.1354675918624824,0.9162303664921466,16.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2015-05-12,14,30,33,36,44,2,11.534534534534536,20.684303757602077,2.384765311466996,2.4654654654654653,23.40940940940941,35.4026320347296,11.416186784089222,6.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,-2.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-11.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-15.615615615615615,11.75975975975976,19.518144570867,4.001374948652518,-9.75975975975976,2015,5,12,12.5,25.0,34.5,67.5,73.0,9.5,15.6,26.5,40.6,53.3,67.3,6.8,12.7,23.85,36.7,50.6,65.15,7.15,12.033333333333331,24.866666666666667,37.333333333333336,51.9,64.93333333333334,7.166666666666667,11.46,24.46,37.12,51.48,64.1,7.12,12.22,23.46,36.17,49.91,63.5,7.61,1.12,1.2,0.9565217391304348,0.5333333333333333,0.6027397260273972,0.2105263157894736,0.8974358974358975,1.1320754716981132,0.812807881773399,0.675422138836773,0.6537890044576523,0.2941176470588235,1.1023622047244095,1.2578616352201255,0.8991825613079019,0.7114624505928854,0.6753645433614734,0.2797202797202797,1.1634349030470914,1.206434316353887,0.8839285714285714,0.6936416184971098,0.677618069815195,0.2790697674418604,1.2216404886561951,1.226492232215863,0.8890086206896552,0.6993006993006994,0.686427457098284,0.2808988764044944,1.1456628477905073,1.278772378516624,0.9123583079900468,0.721298337006612,0.6929133858267716,0.2628120893561104,10.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2015-05-15,11,17,21,36,74,15,11.534534534534536,20.684303757602077,2.384765311466996,-0.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-6.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-14.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-11.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,14.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,3.24024024024024,2015,5,15,12.0,30.5,34.0,43.0,58.0,5.0,15.0,27.6,41.0,53.4,67.0,7.0,13.45,25.45,37.55,52.05,65.4,6.9,12.366666666666667,24.566666666666663,36.63333333333333,51.1,64.43333333333334,6.966666666666667,11.42,24.5,36.48,50.56,63.52,6.74,11.97,23.54,36.11,49.71,63.21,7.5,0.9166666666666666,0.5573770491803278,0.6176470588235294,0.8372093023255814,1.2758620689655171,3.0,0.7333333333333333,0.6159420289855072,0.5121951219512195,0.6741573033707865,1.1044776119402986,2.142857142857143,0.8178438661710038,0.6679764243614932,0.559254327563249,0.69164265129683,1.131498470948012,2.1739130434782608,0.889487870619946,0.6919945725915875,0.5732484076433121,0.7045009784735812,1.148473874806001,2.15311004784689,0.9632224168126094,0.6938775510204082,0.5756578947368421,0.7120253164556962,1.1649874055415617,2.225519287833828,0.9189640768588136,0.7221750212404419,0.5815563555801717,0.724200362100181,1.170700838474925,2.0,8.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2015-05-19,10,12,21,29,65,10,11.534534534534536,20.684303757602077,2.384765311466996,-1.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-11.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-14.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,-18.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,5.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-1.7597597597597598,2015,5,19,9.5,17.0,20.5,40.5,72.5,9.5,12.2,25.1,35.9,51.2,68.2,7.7,13.25,23.7,34.85,50.6,65.95,6.75,12.366666666666667,23.8,35.766666666666666,50.6,65.26666666666667,6.966666666666667,11.44,23.98,35.9,49.84,63.68,7.04,12.12,23.7,36.07,49.69,63.45,7.41,1.0526315789473684,0.7058823529411765,1.024390243902439,0.7160493827160493,0.896551724137931,1.0526315789473684,0.819672131147541,0.4780876494023904,0.584958217270195,0.56640625,0.9530791788856304,1.2987012987012987,0.7547169811320755,0.5063291139240507,0.6025824964131994,0.5731225296442688,0.9855951478392722,1.4814814814814814,0.8086253369272237,0.5042016806722689,0.587138863000932,0.5731225296442688,0.9959141981613892,1.4354066985645932,0.8741258741258742,0.5004170141784821,0.584958217270195,0.5818619582664526,1.0207286432160805,1.4204545454545454,0.8250825082508252,0.5063291139240507,0.5822012752980316,0.5836184342926143,1.024428684003152,1.349527665317139,17.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2015-05-22,3,14,15,25,48,8,11.534534534534536,20.684303757602077,2.384765311466996,-8.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-9.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-20.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-22.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-11.615615615615615,11.75975975975976,19.518144570867,4.001374948652518,-3.75975975975976,2015,5,22,13.5,15.0,26.0,32.0,62.0,9.5,12.3,23.7,32.3,48.1,65.8,8.9,14.05,24.4,35.15,47.25,64.85,6.85,11.766666666666667,23.1,35.03333333333333,49.3,65.36666666666666,7.233333333333333,11.9,24.32,36.12,49.3,63.78,6.98,12.19,23.76,35.88,49.43,63.51,7.54,0.2222222222222222,0.9333333333333332,0.5769230769230769,0.78125,0.7741935483870968,0.8421052631578947,0.2439024390243902,0.5907172995780591,0.4643962848297214,0.5197505197505198,0.729483282674772,0.898876404494382,0.2135231316725978,0.5737704918032788,0.4267425320056899,0.5291005291005291,0.7401696222050888,1.1678832116788322,0.254957507082153,0.6060606060606061,0.4281636536631779,0.5070993914807302,0.7343192248852627,1.1059907834101383,0.2521008403361344,0.5756578947368421,0.4152823920265781,0.5070993914807302,0.7525870178739417,1.146131805157593,0.2461033634126333,0.5892255892255892,0.4180602006688962,0.5057657293141816,0.7557864903164856,1.0610079575596818,12.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2015-05-26,1,39,52,69,72,12,11.534534534534536,20.684303757602077,2.384765311466996,-10.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,15.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,16.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,21.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,12.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2015,5,26,7.5,14.0,16.5,24.5,54.5,9.0,11.0,20.3,26.3,41.5,64.0,8.5,13.7,24.45,34.15,45.75,65.2,7.45,11.9,22.9,33.5,47.2,64.43333333333334,7.333333333333333,11.64,24.12,35.84,48.56,63.2,7.24,12.07,23.5,35.3,48.9,63.39,7.56,0.1333333333333333,2.7857142857142856,3.1515151515151514,2.816326530612245,1.3211009174311927,1.3333333333333333,0.0909090909090909,1.921182266009852,1.9771863117870725,1.6626506024096386,1.125,1.411764705882353,0.072992700729927,1.5950920245398774,1.5226939970717424,1.5081967213114753,1.1042944785276072,1.610738255033557,0.0840336134453781,1.7030567685589522,1.5522388059701493,1.461864406779661,1.1174340403517846,1.6363636363636365,0.0859106529209622,1.616915422885572,1.450892857142857,1.4209225700164745,1.1392405063291138,1.6574585635359116,0.0828500414250207,1.6595744680851063,1.473087818696884,1.411042944785276,1.135825840037861,1.5873015873015874,9.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2015-05-29,20,27,38,49,66,2,11.534534534534536,20.684303757602077,2.384765311466996,8.465465465465465,23.40940940940941,35.4026320347296,11.416186784089222,3.5905905905905904,35.068068068068065,48.14608037029307,21.99005576584306,2.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,1.8288288288288257,59.61561561561562,70.38094369631439,48.850287534916845,6.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-9.75975975975976,2015,5,29,5.0,25.5,40.5,53.0,69.5,13.5,9.5,20.4,27.5,38.6,63.3,9.3,12.55,23.45,34.05,45.95,65.3,8.05,11.633333333333333,22.7,33.63333333333333,46.6,64.53333333333333,7.866666666666666,11.6,23.28,35.32,48.3,63.44,7.68,11.92,23.54,35.52,48.98,63.44,7.63,4.0,1.0588235294117647,0.9382716049382716,0.9245283018867924,0.9496402877697842,0.1481481481481481,2.1052631578947367,1.323529411764706,1.3818181818181818,1.2694300518134711,1.042654028436019,0.2150537634408602,1.593625498007968,1.1513859275053304,1.1160058737151248,1.0663764961915123,1.010719754977029,0.248447204968944,1.7191977077363898,1.1894273127753303,1.1298315163528243,1.0515021459227467,1.0227272727272727,0.2542372881355932,1.7241379310344829,1.1597938144329896,1.075877689694224,1.0144927536231885,1.0403530895334174,0.2604166666666667,1.6778523489932886,1.1469838572642312,1.0698198198198197,1.000408329930584,1.0403530895334174,0.2621231979030144,2.0,0,2,5,10,20,30,50,60,1,1,1,0,0,0,0
2015-06-02,2,9,11,22,23,12,11.534534534534536,20.684303757602077,2.384765311466996,-9.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,-14.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-24.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-25.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-36.61561561561562,11.75975975975976,19.518144570867,4.001374948652518,0.2402402402402401,2015,6,2,11.0,23.0,34.0,43.5,68.0,5.0,9.3,18.9,27.5,38.7,65.3,9.3,12.15,23.25,34.25,46.05,66.15,8.15,12.066666666666666,23.266666666666666,34.2,47.6,65.36666666666666,7.7,11.6,23.28,35.04,47.96,63.8,7.64,12.08,23.85,35.85,49.08,63.47,7.61,0.1818181818181818,0.391304347826087,0.3235294117647059,0.5057471264367817,0.3382352941176471,2.4,0.2150537634408602,0.4761904761904762,0.4,0.5684754521963824,0.3522205206738132,1.2903225806451613,0.1646090534979424,0.3870967741935484,0.3211678832116788,0.4777415852334419,0.3476946334089191,1.4723926380368098,0.1657458563535911,0.3868194842406877,0.3216374269005848,0.4621848739495798,0.3518612952575217,1.5584415584415583,0.1724137931034483,0.3865979381443298,0.3139269406392694,0.4587155963302752,0.3605015673981191,1.5706806282722514,0.1655629139072847,0.3773584905660377,0.306834030683403,0.4482477587612062,0.3623759256341579,1.5768725361366622,16.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2015-06-05,7,22,27,41,49,10,11.534534534534536,20.684303757602077,2.384765311466996,-4.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-1.4094094094094096,35.068068068068065,48.14608037029307,21.99005576584306,-8.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-6.171171171171174,59.61561561561562,70.38094369631439,48.850287534916845,-10.615615615615615,11.75975975975976,19.518144570867,4.001374948652518,-1.7597597597597598,2015,6,5,9.0,14.5,25.0,39.0,41.0,12.0,9.2,18.4,28.4,38.4,59.0,9.8,10.7,21.75,32.15,44.8,63.6,8.75,11.9,21.933333333333334,32.7,46.53333333333333,63.63333333333333,7.766666666666667,11.32,22.8,34.24,47.36,62.9,7.76,11.92,23.31,35.4,48.86,63.21,7.7,0.7777777777777778,1.5172413793103448,1.08,1.051282051282051,1.195121951219512,0.8333333333333334,0.7608695652173914,1.1956521739130437,0.9507042253521129,1.0677083333333337,0.8305084745762712,1.020408163265306,0.6542056074766356,1.011494252873563,0.8398133748055988,0.9151785714285716,0.770440251572327,1.1428571428571428,0.5882352941176471,1.0030395136778116,0.8256880733944953,0.8810888252148997,0.7700366684127816,1.2875536480686696,0.6183745583038869,0.9649122807017544,0.7885514018691588,0.8657094594594594,0.7790143084260731,1.288659793814433,0.587248322147651,0.9438009438009438,0.7627118644067797,0.8391322144903807,0.7751937984496124,1.2987012987012987,5.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2015-06-09,6,16,17,25,36,7,11.534534534534536,20.684303757602077,2.384765311466996,-5.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-7.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-18.068068068068065,47.17117117117117,59.87727895068549,34.465063391656855,-22.17117117117117,59.61561561561562,70.38094369631439,48.850287534916845,-23.615615615615617,11.75975975975976,19.518144570867,4.001374948652518,-4.75975975975976,2015,6,9,6.0,14.5,26.0,45.5,54.0,11.0,7.7,18.3,28.4,41.1,57.4,10.1,10.0,21.0,30.35,44.6,61.6,9.5,11.933333333333334,22.366666666666667,32.9,45.2,62.36666666666667,7.933333333333334,11.02,22.68,34.12,47.54,62.46,7.82,11.92,23.15,35.22,48.72,63.04,7.82,1.0,1.103448275862069,0.6538461538461539,0.5494505494505495,0.6666666666666666,0.6363636363636364,0.7792207792207793,0.8743169398907104,0.5985915492957746,0.6082725060827251,0.6271777003484321,0.6930693069306931,0.6,0.7619047619047619,0.5601317957166392,0.5605381165919282,0.5844155844155844,0.7368421052631579,0.5027932960893855,0.7153502235469449,0.5167173252279635,0.5530973451327433,0.5772314270443613,0.8823529411764706,0.544464609800363,0.7054673721340388,0.4982415005861665,0.5258729490954985,0.5763688760806917,0.8951406649616368,0.5033557046979866,0.6911447084233262,0.4826802952867689,0.513136288998358,0.5710659898477157,0.8951406649616368,26.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2015-06-12,1,40,42,56,62,2,11.534534534534536,20.684303757602077,2.384765311466996,-10.534534534534536,23.40940940940941,35.4026320347296,11.416186784089222,16.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,6.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,8.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,2.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-9.75975975975976,2015,6,12,16.0,29.0,32.0,43.0,54.5,6.5,9.4,21.3,31.5,44.8,57.4,9.6,10.2,20.8,28.9,43.15,60.7,9.05,12.266666666666667,23.4,33.266666666666666,45.43333333333333,62.6,8.166666666666666,11.12,23.0,34.08,47.6,62.82,7.88,11.82,22.93,34.93,48.57,62.84,7.91,0.0625,1.3793103448275863,1.3125,1.302325581395349,1.1376146788990826,0.3076923076923077,0.1063829787234042,1.8779342723004693,1.3333333333333333,1.25,1.0801393728222997,0.2083333333333333,0.0980392156862745,1.923076923076923,1.453287197231834,1.297798377752028,1.0214168039538714,0.2209944751381215,0.0815217391304347,1.7094017094017095,1.2625250501002003,1.2325752017608218,0.9904153354632588,0.2448979591836735,0.0899280575539568,1.7391304347826086,1.2323943661971832,1.1764705882352942,0.9869468322190386,0.2538071065989847,0.0846023688663282,1.7444395987788923,1.2024048096192386,1.1529750875025735,0.9866327180140038,0.2528445006321112,7.0,1,2,5,10,20,30,50,60,0,0,0,0,0,0,0
2015-06-16,8,19,26,56,67,14,11.534534534534536,20.684303757602077,2.384765311466996,-3.5345345345345347,23.40940940940941,35.4026320347296,11.416186784089222,-4.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,-9.068068068068063,47.17117117117117,59.87727895068549,34.465063391656855,8.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,7.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,2.24024024024024,2015,6,16,4.0,28.5,39.5,52.5,67.5,8.5,9.2,21.9,31.3,44.7,57.0,8.6,9.35,21.15,29.4,41.65,60.15,8.95,11.433333333333334,22.933333333333334,33.13333333333333,45.53333333333333,62.53333333333333,8.233333333333333,10.96,23.38,34.16,47.8,63.02,7.88,11.63,23.15,34.9,48.56,62.86,7.94,2.0,0.6666666666666666,0.6582278481012658,1.0666666666666669,0.9925925925925926,1.6470588235294117,0.8695652173913044,0.8675799086757991,0.8306709265175719,1.2527964205816553,1.1754385964912282,1.627906976744186,0.8556149732620321,0.8983451536643027,0.8843537414965987,1.3445378151260503,1.113881961762261,1.564245810055866,0.6997084548104956,0.8284883720930233,0.7847082494969819,1.2298682284040996,1.0714285714285714,1.7004048582995954,0.7299270072992701,0.8126603934987169,0.7611241217798596,1.171548117154812,1.0631545541098064,1.7766497461928934,0.6878761822871883,0.8207343412526998,0.7449856733524356,1.1532125205930808,1.0658606426980592,1.7632241813602014,14.0,1,2,5,10,20,30,50,60,1,1,0,0,0,0,0
2015-06-19,4,35,36,52,68,8,11.534534534534536,20.684303757602077,2.384765311466996,-7.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,11.59059059059059,35.068068068068065,48.14608037029307,21.99005576584306,0.9319319319319348,47.17117117117117,59.87727895068549,34.465063391656855,4.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,8.384384384384383,11.75975975975976,19.518144570867,4.001374948652518,-3.75975975975976,2015,6,19,11.0,19.5,34.5,55.0,68.0,9.5,9.2,21.2,31.4,47.0,57.0,9.5,9.25,20.05,29.45,42.85,61.15,9.4,11.166666666666666,22.566666666666663,33.3,46.36666666666667,63.1,8.6,11.12,22.76,33.76,47.8,63.12,7.94,11.66,23.15,34.97,48.64,62.92,7.96,0.3636363636363636,1.794871794871795,1.0434782608695652,0.9454545454545454,1.0,0.8421052631578947,0.4347826086956522,1.650943396226415,1.1464968152866242,1.1063829787234043,1.1929824561403508,0.8421052631578947,0.4324324324324324,1.7456359102244388,1.222410865874363,1.2135355892648774,1.1120196238757154,0.851063829787234,0.3582089552238806,1.55096011816839,1.0810810810810811,1.1214953271028036,1.0776545166402536,0.9302325581395348,0.3597122302158274,1.5377855887521967,1.066350710900474,1.087866108786611,1.0773130544993663,1.0075566750629723,0.3430531732418524,1.511879049676026,1.0294538175579069,1.069078947368421,1.080737444373808,1.0050251256281406,18.0,1,2,5,10,20,30,50,60,1,0,0,0,0,0,0
2015-06-23,6,13,38,56,70,2,11.534534534534536,20.684303757602077,2.384765311466996,-5.534534534534535,23.40940940940941,35.4026320347296,11.416186784089222,-10.40940940940941,35.068068068068065,48.14608037029307,21.99005576584306,2.931931931931935,47.17117117117117,59.87727895068549,34.465063391656855,8.828828828828826,59.61561561561562,70.38094369631439,48.850287534916845,10.384384384384385,11.75975975975976,19.518144570867,4.001374948652518,-9.75975975975976,2015,6,23,11.0,30.0,41.5,51.5,64.5,6.5,9.6,24.3,34.7,49.5,61.7,8.4,9.4,21.35,31.55,43.95,60.35,9.1,10.333333333333334,22.6,33.0,46.36666666666667,62.96666666666667,8.633333333333333,11.18,22.82,34.08,47.94,63.3,7.82,11.77,23.48,35.32,49.0,63.34,7.8,0.5454545454545454,0.4333333333333333,0.9156626506024096,1.087378640776699,1.0852713178294573,0.3076923076923077,0.625,0.5349794238683128,1.095100864553314,1.1313131313131313,1.1345218800648298,0.238095238095238,0.6382978723404255,0.6088992974238876,1.2044374009508716,1.2741751990898749,1.15990057995029,0.2197802197802197,0.5806451612903225,0.5752212389380531,1.1515151515151516,1.207764198418404,1.111699311805188,0.2316602316602316,0.5366726296958855,0.5696757230499562,1.1150234741784038,1.1681268251981645,1.1058451816745656,0.2557544757033248,0.5097706032285472,0.5536626916524702,1.075877689694224,1.1428571428571428,1.1051468266498263,0.2564102564102564,6.0,0,2,5,10,20,30,50,60,1,1,0,0,0,0,0
